recnum;Objid;Metod;Startdag;Stoppdag;Mattid;Punkt1;Resultat1;Variation1;Enhet;Punkt2;Resultat2;Variation2;Punkt3;Resultat3;Variation3;Punkt4;Resultat4;Variation4;Punkt5;Resultat5;Variation5;Medelvarde;Variation;Fastighet;Adress1;LagenhetNr;Vaning1;Vaning2;Vaning3;Vaning4;Vaning5;Utford_av;Ort1;Postnummer1;Hustyp;Byggnadsar;Ombyggnad;Byggmaterial;Mark;Grund;Grundtat;Ventilation;Xkordinat;Ykordinat
11044;58239;SPÅRFILM MED FILTER (SSM:S MET;2007-10-15 00:00:00.000;2008-01-28 00:00:00.000;105 DYGN;KÖK/SOVRUM;20.0000;+-10;RADONGAS;;;;;;;;;;;;;;;BJÖRNEN 14;STORGATAN 13;?;0;;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 33;;;;;;;0;;7192840.000000000000000;1744332.000000000000000
11045;58239;SPÅRFILM MED FILTER (SSM:S MET;2007-10-15 00:00:00.000;2008-01-28 00:00:00.000;105 DYGN;SOVRUM/VARDAGSRUM;50.0000;+-10;RADONGAS;;;;;;;;;;;;;;;BJÖRNEN 14;STORGATAN 13;?;1;;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 33;;;;;;;0;;7192840.000000000000000;1744332.000000000000000
11046;54624;SPÅRFILM MED FILTER (SSM:S MET;2007-10-31 00:00:00.000;2008-01-30 00:00:00.000;91 DYGN;SOVRUM;570.0000;+-60;RADONGAS;VARDAGSRUM;510.0000;+-50;;;;;;;;;;;;LÄKTAREN 6;FÄLTJÄGARVÄGEN 22, KLOCKARBERGSVÄGEN 5A;61;2;2;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 44;FLERBOSTADSHUS;1955;;BLÅBETONG;;KÄLLARE;0;MEKANISK FRÅNLUFT;7193248.900000000000000;1743453.200000000000000
11047;54624;SPÅRFILM MED FILTER (SSM:S MET;2007-11-04 00:00:00.000;2008-01-30 00:00:00.000;87 DYGN;VARDAGSRUM;520.0000;+-50;Radongas;;;;;;;;;;;;;;;LÄKTAREN 6;FÄLTJÄGARVÄGEN 5B 22, KLOCKARBERGSVÄGEN 5A;? Ernst;3;;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 44;FLERBOSTADSHUS;1955;;BLÅBETONG;;KÄLLARE;0;MEKANISK FRÅNLUFT;7193248.900000000000000;1743453.200000000000000
11048;54624;SPÅRFILM MED FILTER (SSM:S MET;2008-10-27 00:00:00.000;2009-01-19 00:00:00.000;84 DYGN;VARDAGSRUM;200.0000;+-20;Radongas;SOVRUM;250.0000;+-20;;;;;;;;;;230.0000;;LÄKTAREN 6;FÄLTJÄGARVÄGEN 5B 20-22, KLOCKARBERGSVÄGEN 5A;51;1;1;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 44;FLERBOSTADSHUS;1955;;BLÅBETONG;;KÄLLARE;0;MEKANISK FRÅNLUFT;7193248.900000000000000;1743453.200000000000000
11049;54624;SPÅRFILM MED FILTER (SSM:S MET;2007-10-31 00:00:00.000;2008-02-02 00:00:00.000;94 DYGN;VARDAGSRUM;250.0000;+-20;Radongas;SOVRUM;300.0000;+-30;;;;;;;;;;;;LÄKTAREN 6;FÄLTJÄGARVÄGEN 5B 20-22, KLOCKARBERGSVÄGEN 5A;51;1;1;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 44;FLERBOSTADSHUS;1955;;BLÅBETONG;;KÄLLARE;0;MEKANISK FRÅNLUFT;7193248.900000000000000;1743453.200000000000000
11050;54624;SPÅRFILM MED FILTER (SSM:S MET;2007-10-31 00:00:00.000;2008-01-30 00:00:00.000;91 DYGN;VARDAGSRUM;150.0000;+-20;Radongas;SOVRUM;110.0000;+-10;;;;;;;;;;;;LÄKTAREN 6;FÄLTJÄGARVÄGEN 5B 20-22, KLOCKARBERGSVÄGEN 5A;? Källare;-1;-1;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 44;FLERBOSTADSHUS;1955;;BLÅBETONG;;KÄLLARE;0;MEKANISK FRÅNLUFT;7193248.900000000000000;1743453.200000000000000
11051;54624;SPÅRFILM MED FILTER (SSM:S MET;2007-11-03 00:00:00.000;2008-01-30 00:00:00.000;88 DYGN;SOVRUM;180.0000;+-20;Radongas;VARDAGSRUM;170.0000;+-20;;;;;;;;;;;;LÄKTAREN 6;FÄLTJÄGARVÄGEN 5B 20-22, KLOCKARBERGSVÄGEN 5A;44;1;1;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 44;FLERBOSTADSHUS;1955;;BLÅBETONG;;KÄLLARE;0;MEKANISK FRÅNLUFT;7193248.900000000000000;1743453.200000000000000
11052;54624;SPÅRFILM MED FILTER (SSM:S MET;2007-11-03 00:00:00.000;2008-01-30 00:00:00.000;88 DYGN;SOVRUM;590.0000;+-60;Radongas;VARDAGSRUM;570.0000;+-60;;;;;;;;;;;;LÄKTAREN 6;FÄLTJÄGARVÄGEN 5B 20-22, KLOCKARBERGSVÄGEN 5A;47;2;2;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 44;FLERBOSTADSHUS;1955;;BLÅBETONG;;KÄLLARE;0;MEKANISK FRÅNLUFT;7193248.900000000000000;1743453.200000000000000
11053;54624;SPÅRFILM MED FILTER (SSM:S MET;2007-10-31 00:00:00.000;2008-01-31 00:00:00.000;92 DYGN;SOVRUM;390.0000;+-40;Radongas;VARDAGSRUM;390.0000;+-40;;;;;;;;;;;;LÄKTAREN 6;FÄLTJÄGARVÄGEN 5B 20-22, KLOCKARBERGSVÄGEN 5A;38;2;2;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 44;FLERBOSTADSHUS;1955;;BLÅBETONG;;KÄLLARE;0;MEKANISK FRÅNLUFT;7193248.900000000000000;1743453.200000000000000
11054;54624;SPÅRFILM MED FILTER (SSM:S MET;2007-11-03 00:00:00.000;2008-02-04 00:00:00.000;93 DYGN;KÖK;270.0000;+-30;RADONGAS;SOVRUM;380.0000;+-40;;;;;;;;;;;;LÄKTAREN 6;FÄLTJÄGARVÄGEN 5B 20-22, KLOCKARBERGSVÄGEN 5A;43;3;3;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 44;FLERBOSTADSHUS;1955;;BLÅBETONG;;KÄLLARE;0;MEKANISK FRÅNLUFT;7193248.900000000000000;1743453.200000000000000
11055;54624;SPÅRFILM MED FILTER (SSM:S MET;2007-10-31 00:00:00.000;2008-01-30 00:00:00.000;91 DYGN;SOVRUM;1010.0000;+-100;RADONGAS;VARDAGSRUM;930.0000;+-90;;;;;;;;;;;;LÄKTAREN 6;FÄLTJÄGARVÄGEN 5B 20-22, KLOCKARBERGSVÄGEN 5A;29;2;2;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 44;FLERBOSTADSHUS;1955;;BLÅBETONG;;KÄLLARE;0;MEKANISK FRÅNLUFT;7193248.900000000000000;1743453.200000000000000
11056;54624;SPÅRFILM MED FILTER (SSM:S MET;2007-10-31 00:00:00.000;2008-01-31 00:00:00.000;92 DYGN;SOVRUM;80.0000;+-10;Radongas;VARDAGSRUM;80.0000;+-10;;;;;;;;;;;;LÄKTAREN 6;FÄLTJÄGARVÄGEN 5B 20-22, KLOCKARBERGSVÄGEN 5A;? Källare;-1;-1;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 44;FLERBOSTADSHUS;1955;;BLÅBETONG;;KÄLLARE;0;MEKANISK FRÅNLUFT;7193248.900000000000000;1743453.200000000000000
11057;54624;SPÅRFILM MED FILTER (SSM:S MET;2007-10-31 00:00:00.000;2008-02-02 00:00:00.000;94 DYGN;SOVRUM;460.0000;+-50;Radongas;VARDAGSRUM;470.0000;+-50;;;;;;;;;;;;LÄKTAREN 6;FÄLTJÄGARVÄGEN 5B 20-22, KLOCKARBERGSVÄGEN 5A;23;2;2;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 44;FLERBOSTADSHUS;1955;;BLÅBETONG;;KÄLLARE;0;MEKANISK FRÅNLUFT;7193248.900000000000000;1743453.200000000000000
11058;54624;SPÅRFILM MED FILTER (SSM:S MET;2007-10-31 00:00:00.000;2008-01-31 00:00:00.000;92 DYGN;VARDAGSRUM;290.0000;+-30;Radongas;SOVRUM;200.0000;+-20;;;;;;;;;;;;LÄKTAREN 6;FÄLTJÄGARVÄGEN 5B 20-22, KLOCKARBERGSVÄGEN 5A;11;1;1;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 44;FLERBOSTADSHUS;1955;;BLÅBETONG;;KÄLLARE;0;MEKANISK FRÅNLUFT;7193248.900000000000000;1743453.200000000000000
11059;54624;SPÅRFILM MED FILTER (SSM:S MET;2007-11-03 00:00:00.000;2008-02-02 00:00:00.000;91 DYGN;VARDAGSRUM;470.0000;+-50;Radongas;SOVRUM;480.0000;+-50;;;;;;;;;;;;LÄKTAREN 6;FÄLTJÄGARVÄGEN 5B 20-22, KLOCKARBERGSVÄGEN 5A;15;2;2;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 44;FLERBOSTADSHUS;1955;;BLÅBETONG;;KÄLLARE;0;MEKANISK FRÅNLUFT;7193248.900000000000000;1743453.200000000000000
11060;54624;SPÅRFILM MED FILTER (SSM:S MET;2007-11-03 00:00:00.000;2008-02-01 00:00:00.000;90 DYGN;VARDAGSRUM;190.0000;+-20;Radongas;SOVRUM;180.0000;+-20;;;;;;;;;;;;LÄKTAREN 6;FÄLTJÄGARVÄGEN 5B 20-22, KLOCKARBERGSVÄGEN 5A;? Källare;-1;-1;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 44;FLERBOSTADSHUS;1955;;BLÅBETONG;;KÄLLARE;0;MEKANISK FRÅNLUFT;7193248.900000000000000;1743453.200000000000000
11062;54624;SPÅRFILM MED FILTER (SSM:S MET;2007-10-31 00:00:00.000;2008-01-30 00:00:00.000;91 DYGN;VARDAGSRUM;700.0000;+-70;Radongas;SOVRUM;760.0000;+-80;;;;;;;;;;;;LÄKTAREN 6;FÄLTJÄGARVÄGEN 5B 20-22, 28-32 KLOCKARBERGSVÄGEN 5A;32;1;1;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 44;FLERBOSTADSHUS;1955;;BLÅBETONG;;KÄLLARE;0;MEKANISK FRÅNLUFT;7193248.900000000000000;1743453.200000000000000
11063;54624;SPÅRFILM MED FILTER (SSM:S MET;2007-10-31 00:00:00.000;2008-01-30 00:00:00.000;91 DYGN;SOVRUM;580.0000;+-60;Radongas;VARDAGSRUM;530.0000;+-50;;;;;;;;;;;;LÄKTAREN 6;FÄLTJÄGARVÄGEN 5B 20-22, 28-32 KLOCKARBERGSVÄGEN 5A;7;3;3;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 44;FLERBOSTADSHUS;1955;;BLÅBETONG;;KÄLLARE;0;MEKANISK FRÅNLUFT;7193248.900000000000000;1743453.200000000000000
11064;6299;SPÅRFILM MED FILTER (SSM:S MET;2007-11-12 00:00:00.000;2008-02-05 00:00:00.000;85 DYGN;VARDAGSRUM;20.0000;+-10;RADONGAS;SOVRUM;20.0000;+-10;;;;;;;;;;20.0000;;ASK 31;ODALGATAN 5;41;1;1;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 37;;;;;;;;;7193407.000000000000000;1745505.000000000000000
11065;6299;SPÅRFILM MED FILTER (SSM:S MET;2007-11-06 00:00:00.000;2008-02-05 00:00:00.000;91 DYGN;VARDAGSRUM;20.0000;+-10;RADONGAS;SOVRUM;20.0000;+-10;;;;;;;;;;20.0000;;ASK 31;ODALGATAN 5;44;2;2;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 37;;;;;;;;;7193407.000000000000000;1745505.000000000000000
11066;6299;SPÅRFILM MED FILTER (SSM:S MET;2007-11-08 00:00:00.000;2008-02-05 00:00:00.000;89 DYGN;VARDAGSRUM;20.0000;+-10;RADONGAS;SOVRUM;20.0000;+-10;;;;;;;;;;20.0000;;ASK 31;ODALGATAN 5;?;3;3;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 37;;;;;;;;;7193407.000000000000000;1745505.000000000000000
11067;51323;SPÅRFILM MED FILTER (SSM:S MET;2007-11-11 00:00:00.000;2008-02-04 00:00:00.000;85 DYGN;SOVRUM;20.0000;+-10;Radongas;VARDAGSRUM;20.0000;+-10;;;;;;;;;;20.0000;;EMBLA 23;ODALGATAN 8;8204;1;1;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 37;FLERPLANSHUS;1964;;;;;N;MEKANISK TILL/FRÅNLUFT;7193431.000000000000000;1745565.000000000000000
11068;51323;SPÅRFILM MED FILTER (SSM:S MET;2007-11-11 00:00:00.000;2008-02-04 00:00:00.000;85 DYGN;SOVRUM;20.0000;+-10;RADONGAS;VARDAGSRUM;20.0000;+-10;;;;;;;;;;20.0000;;EMBLA 23;ODALGATAN 8;8203;2;2;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 37;FLERPLANSHUS;1964;;;;;N;MEKANISK TILL/FRÅNLUFT;7193431.000000000000000;1745565.000000000000000
11069;51323;SPÅRFILM MED FILTER (SSM:S MET;2007-11-12 00:00:00.000;2008-02-04 00:00:00.000;84 DYGN;SOVRUM;20.0000;+-10;Radongas;VARDAGSRUM;20.0000;+-10;;;;;;;;;;20.0000;;EMBLA 23;ODALGATAN 8;8104;1;1;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 37;FLERPLANSHUS;1964;;;;;N;MEKANISK TILL/FRÅNLUFT;7193431.000000000000000;1745565.000000000000000
11070;59109;SPÅRFILM MED FILTER (SSM:S MET;2007-11-12 00:00:00.000;2008-02-04 00:00:00.000;84 DYGN;VARDAGSRUM;20.0000;+-10;RADONGAS;SOVRUM;20.0000;+-10;;;;;;;;;;20.0000;;EMBLA 34;ODALGATAN 6;73;2;2;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;93137;FLERPLANSHUS;1965;;;;;0;MEKANISK TILL/FRÅNLUFT;7194520.090000000000000;783649.140000000000000
11071;59109;SPÅRFILM MED FILTER (SSM:S MET;2007-11-06 00:00:00.000;2008-02-05 00:00:00.000;91 DYGN;TV-RUM;20.0000;+-10;RADONGAS;SOVRUM;20.0000;+-10;;;;;;;;;;20.0000;;EMBLA 34;ODALGATAN 6;71;1;1;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;93137;FLERPLANSHUS;1965;;;;;0;MEKANISK TILL/FRÅNLUFT;7194520.090000000000000;783649.140000000000000
11072;59109;SPÅRFILM MED FILTER (SSM:S MET;2007-11-06 00:00:00.000;2008-02-05 00:00:00.000;91 DYGN;SOVRUM;20.0000;+-10;RADONGAS;VARDAGSRUM;20.0000;+-10;;;;;;;;;;20.0000;;EMBLA 34;ODALGATAN 6;6301;2;2;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;93137;FLERPLANSHUS;1965;;;;;0;MEKANISK TILL/FRÅNLUFT;7194520.090000000000000;783649.140000000000000
11073;58425;SPÅRFILM MED FILTER (SSM:S MET;2007-10-23 00:00:00.000;2008-02-04 00:00:00.000;104 DYGN;SOVRUM;30.0000;+-10;RADONGAS;VARDAGSRUM;40.0000;+-10;;;;;;;;;;30.0000;;GÖSEN 8;;1;-1;-1;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;93132;;;;;;;0;;7192631.950000000000000;1744658.090000000000000
11074;58425;SPÅRFILM MED FILTER (SSM:S MET;2007-10-22 00:00:00.000;2008-02-04 00:00:00.000;105 DYGN;SOVRUM;20.0000;+-10;RADONGAS;VARDAGSRUM;20.0000;+-10;;;;;;;;;;20.0000;;GÖSEN 8;KÖPMANGATAN 1A;4;0;0;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;93132;;;;;;;0;;7192631.950000000000000;1744658.090000000000000
11075;58425;SPÅRFILM MED FILTER (SSM:S MET;2007-10-22 00:00:00.000;2008-02-04 00:00:00.000;105 DYGN;SOVRUM;20.0000;+-10;RADONGAS;VARDAGSRUM;30.0000;+-10;;;;;;;;;;20.0000;;GÖSEN 8;KÖPMANGATAN 1A;5;1;1;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;93132;;;;;;;0;;7192631.950000000000000;1744658.090000000000000
11076;58425;SPÅRFILM MED FILTER (SSM:S MET;2007-10-22 00:00:00.000;2008-02-04 00:00:00.000;105 DYGN;VARDAGSRUM;20.0000;+-10;RADONGAS;SOVRUM;20.0000;+-10;;;;;;;;;;20.0000;;GÖSEN 8;KÖPMANGATAN 1A;11;0;0;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;93132;;;;;;;0;;7192631.950000000000000;1744658.090000000000000
11077;58425;SPÅRFILM MED FILTER (SSM:S MET;2007-10-26 00:00:00.000;2008-02-04 00:00:00.000;101 DYGN;VARDAGSRUM;20.0000;+-10;Radongas;SOVRUM;20.0000;+-10;;;;;;;;;;20.0000;;GÖSEN 8;KÖPMANGATAN 1A;14;0;0;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;93132;;;;;;;0;;7192631.950000000000000;1744658.090000000000000
11078;58425;SPÅRFILM MED FILTER (SSM:S MET;2007-10-22 00:00:00.000;2008-02-04 00:00:00.000;105 DYGN;SOVRUM;20.0000;+-10;Radongas;VARDAGSRUM;20.0000;+-10;;;;;;;;;;20.0000;;GÖSEN 8;KÖPMANGATAN 1A-B;26;0;0;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;93132;;;;;;;0;;7192631.950000000000000;1744658.090000000000000
11079;58425;SPÅRFILM MED FILTER (SSM:S MET;2007-10-29 00:00:00.000;2008-02-04 00:00:00.000;98 DYGN;VARDAGSRUM;20.0000;+-10;Radongas;SOVRUM;20.0000;+-10;;;;;;;;;;20.0000;;GÖSEN 8;KÖPMANGATAN 1A-B, STRANDGATAN 20;27;1;1;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;93132;;;;;;;0;;7192631.950000000000000;1744658.090000000000000
11080;58425;SPÅRFILM MED FILTER (SSM:S MET;2007-10-22 00:00:00.000;2008-02-04 00:00:00.000;105 DYGN;VARDAGSRUM;20.0000;+-10;Radongas;SOVRUM;20.0000;+-10;;;;;;;;;;20.0000;;GÖSEN 8;KÖPMANGATAN 1A-B, STRANDGATAN 20;34;2;2;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;93132;;;;;;;0;;7192631.950000000000000;1744658.090000000000000
11081;58409;SPÅRFILM MED FILTER (SSM:S MET;2007-12-04 00:00:00.000;2008-02-05 00:00:00.000;63 DYGN;VARDAGSRUM;20.0000;+-10;RADONGAS;SOVRUM;30.0000;+-10;;;;;;;;;;20.0000;;HÄRADSHÖVDINGEN 1;KARLGÅRDSVÄGEN 2-24;052;1;1;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 62;FLERBOSTADSHUS;1966;2006;OKÄNT;;KRYP/TORPARGRUN;0;MEKANISK FRÅNLUFT;7192170.450000000000000;1744577.080000000000000
11082;58409;SPÅRFILM MED FILTER (SSM:S MET;2007-12-04 00:00:00.000;2008-02-05 00:00:00.000;63 DYGN;SOVRUM;30.0000;+-10;RADONGAS;VARDAGSRUM;30.0000;+-10;;;;;;;;;;30.0000;;HÄRADSHÖVDINGEN 1;KARLGÅRDSVÄGEN 2-24;043;1;1;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 62;FLERBOSTADSHUS;1966;2006;OKÄNT;;KRYP/TORPARGRUN;0;MEKANISK FRÅNLUFT;7192170.450000000000000;1744577.080000000000000
11083;58409;SPÅRFILM MED FILTER (SSM:S MET;2007-12-04 00:00:00.000;2008-02-05 00:00:00.000;63 DYGN;VARDAGSRUM;20.0000;+-10;Radongas;SOVRUM;20.0000;+-10;;;;;;;;;;20.0000;;HÄRADSHÖVDINGEN 1;KARLGÅRDSVÄGEN 2-24;045;2;2;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 62;FLERBOSTADSHUS;1966;2006;OKÄNT;;KRYP/TORPARGRUN;0;MEKANISK FRÅNLUFT;7192170.450000000000000;1744577.080000000000000
11084;58409;SPÅRFILM MED FILTER (SSM:S MET;2007-11-27 00:00:00.000;2008-02-05 00:00:00.000;70 DYGN;VARDAGSRUM;20.0000;+-10;Radongas;SOVRUM;20.0000;+-10;;;;;;;;;;20.0000;;HÄRADSHÖVDINGEN 1;KARLGÅRDSVÄGEN 2-24;03;1;1;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 62;FLERBOSTADSHUS;1966;2006;OKÄNT;;KRYP/TORPARGRUN;0;MEKANISK FRÅNLUFT;7192170.450000000000000;1744577.080000000000000
11085;58409;SPÅRFILM MED FILTER (SSM:S MET;2007-12-04 00:00:00.000;2008-02-05 00:00:00.000;63 DYGN;SOVRUM;20.0000;+-10;Radongas;VARDAGSRUM;30.0000;+-10;;;;;;;;;;20.0000;;HÄRADSHÖVDINGEN 1;KARLGÅRDSVÄGEN 2-24;054;2;2;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 62;FLERBOSTADSHUS;1966;2006;OKÄNT;;KRYP/TORPARGRUN;0;MEKANISK FRÅNLUFT;7192170.450000000000000;1744577.080000000000000
11086;58409;SPÅRFILM MED FILTER (SSM:S MET;2007-11-27 00:00:00.000;2008-02-05 00:00:00.000;70 DYGN;VARDAGSRUM;20.0000;+-10;Radongas;SOVRUM;20.0000;+-10;;;;;;;;;;20.0000;;HÄRADSHÖVDINGEN 1;KARLGÅRDSVÄGEN 2-24;07;3;3;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 62;FLERBOSTADSHUS;1966;2006;OKÄNT;;KRYP/TORPARGRUN;0;MEKANISK FRÅNLUFT;7192170.450000000000000;1744577.080000000000000
11087;58409;SPÅRFILM MED FILTER (SSM:S MET;2007-11-28 00:00:00.000;2008-02-05 00:00:00.000;69 DYGN;SOVRUM;20.0000;+-10;Radongas;VARDAGSRUM;20.0000;+-10;;;;;;;;;;20.0000;;HÄRADSHÖVDINGEN 1;KARLGÅRDSVÄGEN 2-24;036;3;3;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 62;FLERBOSTADSHUS;1966;2006;OKÄNT;;KRYP/TORPARGRUN;0;MEKANISK FRÅNLUFT;7192170.450000000000000;1744577.080000000000000
11088;58409;SPÅRFILM MED FILTER (SSM:S MET;2007-11-27 00:00:00.000;2008-02-05 00:00:00.000;70 DYGN;SOVRUM;40.0000;+-10;Radongas;VARDAGSRUM;30.0000;+-10;;;;;;;;;;40.0000;;HÄRADSHÖVDINGEN 1;KARLGÅRDSVÄGEN 2-24;038;1;1;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 62;FLERBOSTADSHUS;1966;2006;OKÄNT;;KRYP/TORPARGRUN;0;MEKANISK FRÅNLUFT;7192170.450000000000000;1744577.080000000000000
11089;58409;SPÅRFILM MED FILTER (SSM:S MET;2007-11-27 00:00:00.000;2008-02-05 00:00:00.000;70 DYGN;VARDAGSRUM;20.0000;+-10;Radongas;SOVRUM;20.0000;+-10;;;;;;;;;;20.0000;;HÄRADSHÖVDINGEN 1;KARLGÅRDSVÄGEN 2-24;041;3;3;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 62;FLERBOSTADSHUS;1966;2006;OKÄNT;;KRYP/TORPARGRUN;0;MEKANISK FRÅNLUFT;7192170.450000000000000;1744577.080000000000000
11090;58409;SPÅRFILM MED FILTER (SSM:S MET;2007-11-27 00:00:00.000;2008-02-05 00:00:00.000;70 DYGN;VARDAGSRUM;20.0000;+-10;Radongas;SOVRUM;20.0000;+-10;;;;;;;;;;20.0000;;HÄRADSHÖVDINGEN 1;KARLGÅRDSVÄGEN 2-24;041;3;3;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 62;FLERBOSTADSHUS;1966;2006;OKÄNT;;KRYP/TORPARGRUN;0;MEKANISK FRÅNLUFT;7192170.450000000000000;1744577.080000000000000
11091;58409;SPÅRFILM MED FILTER (SSM:S MET;2007-11-28 00:00:00.000;2008-02-05 00:00:00.000;69 DYGN;VARDAGSRUM;20.0000;+-10;Radongas;SOVRUM;20.0000;+-10;;;;;;;;;;20.0000;;HÄRADSHÖVDINGEN 1;KARLGÅRDSVÄGEN 2-24;018;3;3;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 62;FLERBOSTADSHUS;1966;2006;OKÄNT;;KRYP/TORPARGRUN;0;MEKANISK FRÅNLUFT;7192170.450000000000000;1744577.080000000000000
11092;58409;SPÅRFILM MED FILTER (SSM:S MET;2007-11-27 00:00:00.000;2008-02-05 00:00:00.000;70 DYGN;VARDAGSRUM;20.0000;+-10;Radongas;SOVRUM;20.0000;+-10;;;;;;;;;;20.0000;;HÄRADSHÖVDINGEN 1;KARLGÅRDSVÄGEN 2-24;010;1;1;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 62;FLERBOSTADSHUS;1966;2006;OKÄNT;;KRYP/TORPARGRUN;0;MEKANISK FRÅNLUFT;7192170.450000000000000;1744577.080000000000000
11093;58409;SPÅRFILM MED FILTER (SSM:S MET;2007-12-04 00:00:00.000;2008-02-06 00:00:00.000;64 DYGN;SOVRUM;280.0000;+-30;Radongas;VARDAGSRUM;250.0000;+-20;;;;;;;;;;260.0000;;HÄRADSHÖVDINGEN 1;KARLGÅRDSVÄGEN 2-24;059;1;1;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 62;FLERBOSTADSHUS;1966;2006;OKÄNT;;KRYP/TORPARGRUN;0;MEKANISK FRÅNLUFT;7192170.450000000000000;1744577.080000000000000
11094;58409;SPÅRFILM MED FILTER (SSM:S MET;2007-12-04 00:00:00.000;2008-02-05 00:00:00.000;63 DYGN;VARDAGSRUM;20.0000;+-10;Radongas;SOVRUM;20.0000;+-10;;;;;;;;;;20.0000;;HÄRADSHÖVDINGEN 1;KARLGÅRDSVÄGEN 2-24;063;1;1;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 62;FLERBOSTADSHUS;1966;2006;OKÄNT;;KRYP/TORPARGRUN;0;MEKANISK FRÅNLUFT;7192170.450000000000000;1744577.080000000000000
11095;58409;SPÅRFILM MED FILTER (SSM:S MET;2007-11-27 00:00:00.000;2008-02-06 00:00:00.000;71 DYGN;SOVRUM;20.0000;+-10;Radongas;VARDAGSRUM;20.0000;+-10;;;;;;;;;;20.0000;;HÄRADSHÖVDINGEN 1;KARLGÅRDSVÄGEN 2-24;040;2;2;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 62;FLERBOSTADSHUS;1966;2006;OKÄNT;;KRYP/TORPARGRUN;0;MEKANISK FRÅNLUFT;7192170.450000000000000;1744577.080000000000000
11096;58409;SPÅRFILM MED FILTER (SSM:S MET;2007-12-05 00:00:00.000;2008-02-06 00:00:00.000;63 DYGN;SOVRUM;20.0000;+-10;Radongas;VARDAGSRUM;20.0000;+-10;;;;;;;;;;20.0000;;HÄRADSHÖVDINGEN 1;KARLGÅRDSVÄGEN 2-24;073;2;2;;;;PASELA MILJÖSUPPORT AB;SKELLEFTEÅ;931 62;FLERBOSTADSHUS;1966;2006;OKÄNT;;KRYP/TORPARGRUN;0;MEKANISK FRÅNLUFT;7192170.450000000000000;1744577.080000000000000
